ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Manage stock?,Regular price,Sale price,Categories,Tags,Parent,Position,Meta: total_sales,Meta: annee_creation,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Brands
,variation,SNK-1-BLAN-H-43,,1,,hidden,,,taxable,,1,28,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,43,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-44,,1,,hidden,,,taxable,,1,78,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,44,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-44.5,,1,,hidden,,,taxable,,1,20,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,44.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-45,,1,,hidden,,,taxable,,1,71,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,45,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-45.5,,1,,hidden,,,taxable,,1,70,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,45.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-46,,1,,hidden,,,taxable,,1,76,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,46,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-47,,1,,hidden,,,taxable,,1,22,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,47,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-47.5,,1,,hidden,,,taxable,,1,97,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,47.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-48.5,,1,,hidden,,,taxable,,1,86,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,48.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-49.5,,1,,hidden,,,taxable,,1,67,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,49.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-32,,1,,hidden,,,taxable,,1,64,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,32,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-33,,1,,hidden,,,taxable,,1,82,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,33,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-33.5,,1,,hidden,,,taxable,,1,58,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,33.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-34,,1,,hidden,,,taxable,,1,63,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,34,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-35,,1,,hidden,,,taxable,,1,32,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,35,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-35.5,,1,,hidden,,,taxable,,1,66,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,35.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-36.5,,1,,hidden,,,taxable,,1,38,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,36.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-37.5,,1,,hidden,,,taxable,,1,24,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,37.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-BLAN-H-38.5,,1,,hidden,,,taxable,,1,42,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Blanc,1,1,,Taille,38.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-36,,1,,hidden,,,taxable,,1,84,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,36,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-37,,1,,hidden,,,taxable,,1,25,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,37,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-38,,1,,hidden,,,taxable,,1,79,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,38,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-39,,1,,hidden,,,taxable,,1,56,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,39,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-40,,1,,hidden,,,taxable,,1,100,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,40,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-40.5,,1,,hidden,,,taxable,,1,28,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,40.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-41,,1,,hidden,,,taxable,,1,89,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,41,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-42,,1,,hidden,,,taxable,,1,33,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,42,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-42.5,,1,,hidden,,,taxable,,1,61,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,42.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-43,,1,,hidden,,,taxable,,1,65,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,43,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-44,,1,,hidden,,,taxable,,1,40,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,44,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-44.5,,1,,hidden,,,taxable,,1,72,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,44.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-45,,1,,hidden,,,taxable,,1,41,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,45,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-45.5,,1,,hidden,,,taxable,,1,41,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,45.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-46,,1,,hidden,,,taxable,,1,22,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,46,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-47,,1,,hidden,,,taxable,,1,40,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,47,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-47.5,,1,,hidden,,,taxable,,1,56,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,47.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-48.5,,1,,hidden,,,taxable,,1,86,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,48.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-49.5,,1,,hidden,,,taxable,,1,30,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,49.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-32,,1,,hidden,,,taxable,,1,72,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,32,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-33,,1,,hidden,,,taxable,,1,23,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,33,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-33.5,,1,,hidden,,,taxable,,1,56,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,33.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-34,,1,,hidden,,,taxable,,1,32,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,34,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-35,,1,,hidden,,,taxable,,1,47,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,35,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-35.5,,1,,hidden,,,taxable,,1,55,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,35.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-36.5,,1,,hidden,,,taxable,,1,39,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,36.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-37.5,,1,,hidden,,,taxable,,1,46,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,37.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-VIOL-H-38.5,,1,,hidden,,,taxable,,1,82,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Violet,1,1,,Taille,38.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-36,,1,,hidden,,,taxable,,1,33,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,36,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-37,,1,,hidden,,,taxable,,1,47,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,37,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-38,,1,,hidden,,,taxable,,1,66,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,38,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-39,,1,,hidden,,,taxable,,1,25,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,39,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-40,,1,,hidden,,,taxable,,1,46,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,40,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-40.5,,1,,hidden,,,taxable,,1,58,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,40.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-41,,1,,hidden,,,taxable,,1,97,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,41,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-42,,1,,hidden,,,taxable,,1,22,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,42,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-42.5,,1,,hidden,,,taxable,,1,50,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,42.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-43,,1,,hidden,,,taxable,,1,94,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,43,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-44,,1,,hidden,,,taxable,,1,43,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,44,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-44.5,,1,,hidden,,,taxable,,1,93,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,44.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-45,,1,,hidden,,,taxable,,1,36,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,45,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-45.5,,1,,hidden,,,taxable,,1,40,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,45.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-46,,1,,hidden,,,taxable,,1,62,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,46,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-47,,1,,hidden,,,taxable,,1,100,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,47,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-47.5,,1,,hidden,,,taxable,,1,33,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,47.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-48.5,,1,,hidden,,,taxable,,1,97,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,48.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-49.5,,1,,hidden,,,taxable,,1,42,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,49.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-32,,1,,hidden,,,taxable,,1,91,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,32,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-33,,1,,hidden,,,taxable,,1,85,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,33,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-33.5,,1,,hidden,,,taxable,,1,62,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,33.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-34,,1,,hidden,,,taxable,,1,87,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,34,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-35,,1,,hidden,,,taxable,,1,65,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,35,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-35.5,,1,,hidden,,,taxable,,1,57,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,35.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-36.5,,1,,hidden,,,taxable,,1,48,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,36.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-37.5,,1,,hidden,,,taxable,,1,43,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,37.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-1-GRIS-H-38.5,,1,,hidden,,,taxable,,1,81,,,,120,,Homme,Adidas,SNK-1,,,,Couleur,Gris,1,1,,Taille,38.5,1,1,,Genre,Homme,1,1,Homme,Adidas
,variable,SNK-2,Adidas Ultraboost,1,,visible,,"S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",taxable,,1,,,,,,,"Femme, Homme",Adidas,,,,,Couleur,Marron|Rose|Bleu,1,1,,Taille,36|37|38|39|40|40.5|41|42|42.5|43|44|44.5|45|45.5|46|47|47.5|48.5|49.6|32|33|33.5|34|35|35.5|36.5|37.5|38.5,1,1,,Genre,Femme|Homme,1,1,,Adidas
,variation,SNK-2-MARR-F-36,,1,,hidden,,,taxable,,1,26,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,36,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-37,,1,,hidden,,,taxable,,1,79,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,37,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-38,,1,,hidden,,,taxable,,1,47,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,38,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-39,,1,,hidden,,,taxable,,1,60,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,39,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-40,,1,,hidden,,,taxable,,1,25,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,40,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-40.5,,1,,hidden,,,taxable,,1,99,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,40.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-41,,1,,hidden,,,taxable,,1,87,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,41,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-42,,1,,hidden,,,taxable,,1,41,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,42,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-42.5,,1,,hidden,,,taxable,,1,46,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,42.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-43,,1,,hidden,,,taxable,,1,75,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,43,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-44,,1,,hidden,,,taxable,,1,94,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,44,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-44.5,,1,,hidden,,,taxable,,1,80,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,44.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-45,,1,,hidden,,,taxable,,1,98,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,45,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-45.5,,1,,hidden,,,taxable,,1,87,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,45.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-46,,1,,hidden,,,taxable,,1,44,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,46,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-47,,1,,hidden,,,taxable,,1,79,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,47,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-47.5,,1,,hidden,,,taxable,,1,98,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,47.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-48.5,,1,,hidden,,,taxable,,1,89,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,48.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-49.6,,1,,hidden,,,taxable,,1,81,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,49.6,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-32,,1,,hidden,,,taxable,,1,21,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,32,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-33,,1,,hidden,,,taxable,,1,90,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,33,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-33.5,,1,,hidden,,,taxable,,1,25,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,33.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-34,,1,,hidden,,,taxable,,1,47,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,34,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-35,,1,,hidden,,,taxable,,1,50,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,35,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-35.5,,1,,hidden,,,taxable,,1,23,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,35.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-36.5,,1,,hidden,,,taxable,,1,90,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,36.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-37.5,,1,,hidden,,,taxable,,1,71,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,37.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-38.5,,1,,hidden,,,taxable,,1,23,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,38.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-H-36,,1,,hidden,,,taxable,,1,70,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,36,1,1,,Genre,Homme,1,1,Homme,Adidas
,variation,SNK-2-MARR-H-37,,1,,hidden,,,taxable,,1,22,,,,160,,"Femme, Homme",Adidas,SNK-2,,,,Couleur,Marron,1,1,,Taille,37,1,1,,Genre,Homme,1,1,Homme,Adidas
