ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Manage stock?,Regular price,Sale price,Categories,Tags,Parent,Position,Meta: total_sales,Meta: annee_creation,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Brands
,variation,SNK-1-JAUN-45,,1,,hidden,,,taxable,,1,49,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Jaune,1,0,,Taille,45,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-36,,1,,hidden,,,taxable,,1,69,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,36,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-37,,1,,hidden,,,taxable,,1,40,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,37,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-38,,1,,hidden,,,taxable,,1,66,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,38,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-39,,1,,hidden,,,taxable,,1,85,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,39,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-40,,1,,hidden,,,taxable,,1,100,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,40,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-41,,1,,hidden,,,taxable,,1,52,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,41,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-42,,1,,hidden,,,taxable,,1,20,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,42,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-43,,1,,hidden,,,taxable,,1,26,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,43,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-44,,1,,hidden,,,taxable,,1,41,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,44,1,0,,,,,,,Adidas
,variation,SNK-1-VERT-45,,1,,hidden,,,taxable,,1,93,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Vert,1,0,,Taille,45,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-36,,1,,hidden,,,taxable,,1,43,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,36,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-37,,1,,hidden,,,taxable,,1,84,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,37,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-38,,1,,hidden,,,taxable,,1,62,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,38,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-39,,1,,hidden,,,taxable,,1,62,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,39,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-40,,1,,hidden,,,taxable,,1,28,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,40,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-41,,1,,hidden,,,taxable,,1,64,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,41,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-42,,1,,hidden,,,taxable,,1,64,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,42,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-43,,1,,hidden,,,taxable,,1,32,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,43,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-44,,1,,hidden,,,taxable,,1,66,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,44,1,0,,,,,,,Adidas
,variation,SNK-1-BEIG-45,,1,,hidden,,,taxable,,1,36,,,,120,,Femme,Adidas,SNK-1,,,,Couleur,Beige,1,0,,Taille,45,1,0,,,,,,,Adidas
,variable,SNK-2,Adidas Ultraboost,1,,visible,,"S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",taxable,,1,,,,,,,Homme,Adidas,,,,,Couleur,Blanc|Violet|Rose,1,0,,Taille,39|40|41|42|43|44|45|46|47|48,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-39,,1,,hidden,,,taxable,,1,48,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,39,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-40,,1,,hidden,,,taxable,,1,27,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,40,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-41,,1,,hidden,,,taxable,,1,56,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,41,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-42,,1,,hidden,,,taxable,,1,76,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,42,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-43,,1,,hidden,,,taxable,,1,78,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,43,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-44,,1,,hidden,,,taxable,,1,37,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,44,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-45,,1,,hidden,,,taxable,,1,43,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,45,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-46,,1,,hidden,,,taxable,,1,49,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,46,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-47,,1,,hidden,,,taxable,,1,33,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,47,1,0,,,,,,,Adidas
,variation,SNK-2-BLAN-48,,1,,hidden,,,taxable,,1,26,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Blanc,1,0,,Taille,48,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-39,,1,,hidden,,,taxable,,1,75,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,39,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-40,,1,,hidden,,,taxable,,1,34,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,40,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-41,,1,,hidden,,,taxable,,1,51,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,41,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-42,,1,,hidden,,,taxable,,1,64,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,42,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-43,,1,,hidden,,,taxable,,1,92,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,43,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-44,,1,,hidden,,,taxable,,1,48,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,44,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-45,,1,,hidden,,,taxable,,1,71,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,45,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-46,,1,,hidden,,,taxable,,1,34,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,46,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-47,,1,,hidden,,,taxable,,1,67,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,47,1,0,,,,,,,Adidas
,variation,SNK-2-VIOL-48,,1,,hidden,,,taxable,,1,48,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Violet,1,0,,Taille,48,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-39,,1,,hidden,,,taxable,,1,34,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,39,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-40,,1,,hidden,,,taxable,,1,31,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,40,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-41,,1,,hidden,,,taxable,,1,43,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,41,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-42,,1,,hidden,,,taxable,,1,33,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,42,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-43,,1,,hidden,,,taxable,,1,22,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,43,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-44,,1,,hidden,,,taxable,,1,46,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,44,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-45,,1,,hidden,,,taxable,,1,81,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,45,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-46,,1,,hidden,,,taxable,,1,49,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,46,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-47,,1,,hidden,,,taxable,,1,97,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,47,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-48,,1,,hidden,,,taxable,,1,29,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,48,1,0,,,,,,,Adidas
,variable,SNK-3,New Balance 550,1,,visible,,"Évocatrice des modèles emblématiques, elle propose une interprétation contemporaine.
La rencontre de la matière et du style
Assemblage de cuir véritable et empiècements en mesh pour une respirabilité optimale.

Ultra-confort
L'association mousse + insert stabilisateur offre un équilibre parfait entre amorti et maintien.

Adhérence antidérapante
La semelle extérieure en caoutchouc assure une adhérence fiable et une bonne résistance à l'usure.

Détails du produit
- Œillets métalliques pour laçage
- Semelle intérieure amovible
- Empiècements contrastés",taxable,,1,,,,,,,Enfant,New Balance,,,,,Couleur,Rose|Bleu|Violet,1,0,,Taille,28|29|30|31|32|33|34|35|36,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-28,,1,,hidden,,,taxable,,1,87,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,28,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-29,,1,,hidden,,,taxable,,1,42,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,29,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-30,,1,,hidden,,,taxable,,1,30,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,30,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-31,,1,,hidden,,,taxable,,1,98,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,31,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-32,,1,,hidden,,,taxable,,1,90,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,32,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-33,,1,,hidden,,,taxable,,1,39,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,33,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-34,,1,,hidden,,,taxable,,1,61,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,34,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-35,,1,,hidden,,,taxable,,1,20,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,35,1,0,,,,,,,New Balance
,variation,SNK-3-ROSE-36,,1,,hidden,,,taxable,,1,75,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Rose,1,0,,Taille,36,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-28,,1,,hidden,,,taxable,,1,38,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,28,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-29,,1,,hidden,,,taxable,,1,44,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,29,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-30,,1,,hidden,,,taxable,,1,38,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,30,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-31,,1,,hidden,,,taxable,,1,96,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,31,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-32,,1,,hidden,,,taxable,,1,90,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,32,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-33,,1,,hidden,,,taxable,,1,57,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,33,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-34,,1,,hidden,,,taxable,,1,84,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,34,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-35,,1,,hidden,,,taxable,,1,50,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,35,1,0,,,,,,,New Balance
,variation,SNK-3-BLEU-36,,1,,hidden,,,taxable,,1,69,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Bleu,1,0,,Taille,36,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-28,,1,,hidden,,,taxable,,1,57,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,28,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-29,,1,,hidden,,,taxable,,1,80,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,29,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-30,,1,,hidden,,,taxable,,1,33,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,30,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-31,,1,,hidden,,,taxable,,1,52,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,31,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-32,,1,,hidden,,,taxable,,1,98,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,32,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-33,,1,,hidden,,,taxable,,1,98,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,33,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-34,,1,,hidden,,,taxable,,1,91,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,34,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-35,,1,,hidden,,,taxable,,1,41,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,35,1,0,,,,,,,New Balance
,variation,SNK-3-VIOL-36,,1,,hidden,,,taxable,,1,50,,,,130,,Enfant,New Balance,SNK-3,,,,Couleur,Violet,1,0,,Taille,36,1,0,,,,,,,New Balance
,variable,SNK-4,New Balance 574,1,,visible,,"Puisant dans l'esthétique vintage, cette chaussure modernise un style indémodable.
La rencontre de la matière et du style
Matières mixtes (suède et mesh) pour un toucher premium et une bonne aération.

Ultra-confort
La semelle intermédiaire en EVA procure un amorti léger et réactif pour un confort longue durée.

Adhérence antidérapante
Semelle en gomme durable avec motif antidérapant pour une traction optimisée.

Détails du produit
- Renforts sur l'avant-pied
- Logo embossé
- Finition surpiquée soignée",taxable,,1,,,,,,,Homme,New Balance,,,,,Couleur,Jaune|Bleu|Rouge,1,0,,Taille,39|40|41|42|43|44|45|46|47|48,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-39,,1,,hidden,,,taxable,,1,77,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,39,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-40,,1,,hidden,,,taxable,,1,88,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,40,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-41,,1,,hidden,,,taxable,,1,48,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,41,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-42,,1,,hidden,,,taxable,,1,86,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,42,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-43,,1,,hidden,,,taxable,,1,77,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,43,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-44,,1,,hidden,,,taxable,,1,52,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,44,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-45,,1,,hidden,,,taxable,,1,62,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,45,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-46,,1,,hidden,,,taxable,,1,63,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,46,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-47,,1,,hidden,,,taxable,,1,81,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,47,1,0,,,,,,,New Balance
,variation,SNK-4-JAUN-48,,1,,hidden,,,taxable,,1,57,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Jaune,1,0,,Taille,48,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-39,,1,,hidden,,,taxable,,1,65,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,39,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-40,,1,,hidden,,,taxable,,1,29,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,40,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-41,,1,,hidden,,,taxable,,1,59,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,41,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-42,,1,,hidden,,,taxable,,1,75,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,42,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-43,,1,,hidden,,,taxable,,1,40,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,43,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-44,,1,,hidden,,,taxable,,1,32,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,44,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-45,,1,,hidden,,,taxable,,1,50,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,45,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-46,,1,,hidden,,,taxable,,1,32,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,46,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-47,,1,,hidden,,,taxable,,1,67,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,47,1,0,,,,,,,New Balance
,variation,SNK-4-BLEU-48,,1,,hidden,,,taxable,,1,42,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Bleu,1,0,,Taille,48,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-39,,1,,hidden,,,taxable,,1,59,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,39,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-40,,1,,hidden,,,taxable,,1,93,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,40,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-41,,1,,hidden,,,taxable,,1,24,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,41,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-42,,1,,hidden,,,taxable,,1,79,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,42,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-43,,1,,hidden,,,taxable,,1,71,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,43,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-44,,1,,hidden,,,taxable,,1,47,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,44,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-45,,1,,hidden,,,taxable,,1,73,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,45,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-46,,1,,hidden,,,taxable,,1,89,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,46,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-47,,1,,hidden,,,taxable,,1,84,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,47,1,0,,,,,,,New Balance
,variation,SNK-4-ROUG-48,,1,,hidden,,,taxable,,1,70,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Rouge,1,0,,Taille,48,1,0,,,,,,,New Balance
,variable,SNK-5,Converse One Star,1,,visible,,"Rappelant les grandes heures du running/basket, elle combine authenticité et style.
La rencontre de la matière et du style
La tige associe cuir premium et mesh respirant pour un excellent compromis durabilité/ventilation.

Ultra-confort
Dotée d'une semelle à mémoire de forme, elle garantit un maintien confortable toute la journée.

Adhérence antidérapante
Semelle crantée offrant grip et stabilité sur différentes surfaces.

Détails du produit
- Languette matelassée
- Ricochet de couleur sur la semelle
- Éléments réfléchissants discrets",taxable,,1,,,,,,,Homme,Converse,,,,,Couleur,Noir|Gris|Beige,1,0,,Taille,39|40|41|42|43|44|45|46|47|48,1,0,,,,,,,Converse
,variation,SNK-5-NOIR-39,,1,,hidden,,,taxable,,1,79,,,,100,,Homme,Converse,SNK-5,,,,Couleur,Noir,1,0,,Taille,39,1,0,,,,,,,Converse
,variation,SNK-5-NOIR-40,,1,,hidden,,,taxable,,1,66,,,,100,,Homme,Converse,SNK-5,,,,Couleur,Noir,1,0,,Taille,40,1,0,,,,,,,Converse
,variation,SNK-5-NOIR-41,,1,,hidden,,,taxable,,1,58,,,,100,,Homme,Converse,SNK-5,,,,Couleur,Noir,1,0,,Taille,41,1,0,,,,,,,Converse
,variation,SNK-5-NOIR-42,,1,,hidden,,,taxable,,1,77,,,,100,,Homme,Converse,SNK-5,,,,Couleur,Noir,1,0,,Taille,42,1,0,,,,,,,Converse
,variation,SNK-5-NOIR-43,,1,,hidden,,,taxable,,1,71,,,,100,,Homme,Converse,SNK-5,,,,Couleur,Noir,1,0,,Taille,43,1,0,,,,,,,Converse
,variation,SNK-5-NOIR-44,,1,,hidden,,,taxable,,1,88,,,,100,,Homme,Converse,SNK-5,,,,Couleur,Noir,1,0,,Taille,44,1,0,,,,,,,Converse
