ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Manage stock?,Regular price,Sale price,Categories,Tags,Parent,Position,Meta: total_sales,Meta: annee_creation,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Brands
,variation,SNK-1-MARI-E-49.5,,1,0,hidden,,,taxable,,1,60,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,49.5,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-32,,1,0,hidden,,,taxable,,1,69,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,32,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-33,,1,0,hidden,,,taxable,,1,87,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,33,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-33.5,,1,0,hidden,,,taxable,,1,73,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,33.5,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-34,,1,0,hidden,,,taxable,,1,95,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,34,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-35,,1,0,hidden,,,taxable,,1,69,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,35,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-35.5,,1,0,hidden,,,taxable,,1,60,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,35.5,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-36.5,,1,0,hidden,,,taxable,,1,50,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,36.5,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-37.5,,1,0,hidden,,,taxable,,1,67,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,37.5,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variation,SNK-1-MARI-E-38.5,,1,0,hidden,,,taxable,,1,79,0,0,1,120,,Enfant,Adidas,,,,,Couleur,Marine,1,1,,Taille,38.5,1,1,,Genre,Enfant,1,1,Enfant,Adidas
,variable,SNK-2,Adidas Ultraboost,1,0,visible,,"S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",taxable,,1,,0,0,0,,,Femme,Adidas,,,,,Couleur,Blanc|Marron|Rouge,1,1,,Taille,36|37|38|39|40|40.5|41|42|42.5|43|44|44.5|45|45.5|46|47|47.5|48.5|49.6|32|33|33.5|34|35|35.5|36.5|37.5|38.5,1,1,,Genre,Femme,1,1,,Adidas
,variation,SNK-2-BLAN-F-36,,1,0,hidden,,,taxable,,1,57,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,36,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-37,,1,0,hidden,,,taxable,,1,72,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,37,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-38,,1,0,hidden,,,taxable,,1,85,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,38,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-39,,1,0,hidden,,,taxable,,1,57,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,39,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-40,,1,0,hidden,,,taxable,,1,36,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,40,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-40.5,,1,0,hidden,,,taxable,,1,66,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,40.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-41,,1,0,hidden,,,taxable,,1,39,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,41,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-42,,1,0,hidden,,,taxable,,1,89,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,42,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-42.5,,1,0,hidden,,,taxable,,1,68,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,42.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-43,,1,0,hidden,,,taxable,,1,60,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,43,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-44,,1,0,hidden,,,taxable,,1,31,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,44,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-44.5,,1,0,hidden,,,taxable,,1,77,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,44.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-45,,1,0,hidden,,,taxable,,1,78,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,45,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-45.5,,1,0,hidden,,,taxable,,1,99,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,45.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-46,,1,0,hidden,,,taxable,,1,86,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,46,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-47,,1,0,hidden,,,taxable,,1,71,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,47,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-47.5,,1,0,hidden,,,taxable,,1,59,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,47.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-48.5,,1,0,hidden,,,taxable,,1,31,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,48.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-49.6,,1,0,hidden,,,taxable,,1,59,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,49.6,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-32,,1,0,hidden,,,taxable,,1,23,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,32,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-33,,1,0,hidden,,,taxable,,1,80,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,33,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-33.5,,1,0,hidden,,,taxable,,1,36,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,33.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-34,,1,0,hidden,,,taxable,,1,35,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,34,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-35,,1,0,hidden,,,taxable,,1,74,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,35,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-35.5,,1,0,hidden,,,taxable,,1,75,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,35.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-36.5,,1,0,hidden,,,taxable,,1,99,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,36.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-37.5,,1,0,hidden,,,taxable,,1,37,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,37.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-BLAN-F-38.5,,1,0,hidden,,,taxable,,1,32,0,0,1,160,,Femme,Adidas,,,,,Couleur,Blanc,1,1,,Taille,38.5,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-36,,1,0,hidden,,,taxable,,1,29,0,0,1,160,,Femme,Adidas,,,,,Couleur,Marron,1,1,,Taille,36,1,1,,Genre,Femme,1,1,Femme,Adidas
,variation,SNK-2-MARR-F-37,,1,0,hidden,,,taxable,,1,54,0,0,1,160,,Femme,Adidas,,,,,Couleur,Marron,1,1,,Taille,37,1,1,,Genre,Femme,1,1,Femme,Adidas
