ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Manage stock?,Regular price,Sale price,Categories,Tags,Parent,Position,Meta: total_sales,Meta: annee_creation,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Brands
,variation,SNK-2-MARR-43,,1,0,hidden,,,taxable,,1,22,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Marron,1,0,,Taille,43,1,0,,,,,,,Adidas
,variation,SNK-2-MARR-44,,1,0,hidden,,,taxable,,1,62,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Marron,1,0,,Taille,44,1,0,,,,,,,Adidas
,variation,SNK-2-MARR-45,,1,0,hidden,,,taxable,,1,88,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Marron,1,0,,Taille,45,1,0,,,,,,,Adidas
,variation,SNK-2-MARR-46,,1,0,hidden,,,taxable,,1,68,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Marron,1,0,,Taille,46,1,0,,,,,,,Adidas
,variation,SNK-2-MARR-47,,1,0,hidden,,,taxable,,1,51,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Marron,1,0,,Taille,47,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-36,,1,0,hidden,,,taxable,,1,26,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,36,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-37,,1,0,hidden,,,taxable,,1,45,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,37,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-38,,1,0,hidden,,,taxable,,1,78,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,38,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-39,,1,0,hidden,,,taxable,,1,81,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,39,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-40,,1,0,hidden,,,taxable,,1,67,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,40,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-41,,1,0,hidden,,,taxable,,1,41,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,41,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-42,,1,0,hidden,,,taxable,,1,94,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,42,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-43,,1,0,hidden,,,taxable,,1,90,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,43,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-44,,1,0,hidden,,,taxable,,1,61,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,44,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-45,,1,0,hidden,,,taxable,,1,45,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,45,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-46,,1,0,hidden,,,taxable,,1,34,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,46,1,0,,,,,,,Adidas
,variation,SNK-2-VERT-47,,1,0,hidden,,,taxable,,1,83,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Vert,1,0,,Taille,47,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-36,,1,0,hidden,,,taxable,,1,84,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,36,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-37,,1,0,hidden,,,taxable,,1,38,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,37,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-38,,1,0,hidden,,,taxable,,1,68,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,38,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-39,,1,0,hidden,,,taxable,,1,99,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,39,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-40,,1,0,hidden,,,taxable,,1,64,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,40,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-41,,1,0,hidden,,,taxable,,1,28,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,41,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-42,,1,0,hidden,,,taxable,,1,51,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,42,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-43,,1,0,hidden,,,taxable,,1,63,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,43,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-44,,1,0,hidden,,,taxable,,1,84,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,44,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-45,,1,0,hidden,,,taxable,,1,33,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,45,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-46,,1,0,hidden,,,taxable,,1,83,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,46,1,0,,,,,,,Adidas
,variation,SNK-2-ROSE-47,,1,0,hidden,,,taxable,,1,64,,,,160,,Homme,Adidas,SNK-2,,,,Couleur,Rose,1,0,,Taille,47,1,0,,,,,,,Adidas
,variable,SNK-3,New Balance 550,1,0,visible,,"Évocatrice des modèles emblématiques, elle propose une interprétation contemporaine.
La rencontre de la matière et du style
Assemblage de cuir véritable et empiècements en mesh pour une respirabilité optimale.

Ultra-confort
L'association mousse + insert stabilisateur offre un équilibre parfait entre amorti et maintien.

Adhérence antidérapante
La semelle extérieure en caoutchouc assure une adhérence fiable et une bonne résistance à l'usure.

Détails du produit
- Œillets métalliques pour laçage
- Semelle intérieure amovible
- Empiècements contrastés",taxable,,1,,,,,,,Femme,New Balance,,,,,Couleur,Jaune|Blanc|Orange,1,0,,Taille,36|37|38|39|40|41|42|43|44|45|46|47,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-36,,1,0,hidden,,,taxable,,1,26,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,36,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-37,,1,0,hidden,,,taxable,,1,67,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,37,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-38,,1,0,hidden,,,taxable,,1,59,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,38,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-39,,1,0,hidden,,,taxable,,1,25,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,39,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-40,,1,0,hidden,,,taxable,,1,60,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,40,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-41,,1,0,hidden,,,taxable,,1,82,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,41,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-42,,1,0,hidden,,,taxable,,1,89,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,42,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-43,,1,0,hidden,,,taxable,,1,83,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,43,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-44,,1,0,hidden,,,taxable,,1,97,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,44,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-45,,1,0,hidden,,,taxable,,1,24,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,45,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-46,,1,0,hidden,,,taxable,,1,47,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,46,1,0,,,,,,,New Balance
,variation,SNK-3-JAUN-47,,1,0,hidden,,,taxable,,1,66,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Jaune,1,0,,Taille,47,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-36,,1,0,hidden,,,taxable,,1,34,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,36,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-37,,1,0,hidden,,,taxable,,1,47,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,37,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-38,,1,0,hidden,,,taxable,,1,23,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,38,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-39,,1,0,hidden,,,taxable,,1,54,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,39,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-40,,1,0,hidden,,,taxable,,1,20,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,40,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-41,,1,0,hidden,,,taxable,,1,78,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,41,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-42,,1,0,hidden,,,taxable,,1,70,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,42,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-43,,1,0,hidden,,,taxable,,1,60,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,43,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-44,,1,0,hidden,,,taxable,,1,49,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,44,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-45,,1,0,hidden,,,taxable,,1,82,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,45,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-46,,1,0,hidden,,,taxable,,1,52,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,46,1,0,,,,,,,New Balance
,variation,SNK-3-BLAN-47,,1,0,hidden,,,taxable,,1,37,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Blanc,1,0,,Taille,47,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-36,,1,0,hidden,,,taxable,,1,34,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,36,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-37,,1,0,hidden,,,taxable,,1,53,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,37,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-38,,1,0,hidden,,,taxable,,1,85,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,38,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-39,,1,0,hidden,,,taxable,,1,89,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,39,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-40,,1,0,hidden,,,taxable,,1,60,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,40,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-41,,1,0,hidden,,,taxable,,1,47,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,41,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-42,,1,0,hidden,,,taxable,,1,79,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,42,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-43,,1,0,hidden,,,taxable,,1,78,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,43,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-44,,1,0,hidden,,,taxable,,1,32,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,44,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-45,,1,0,hidden,,,taxable,,1,65,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,45,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-46,,1,0,hidden,,,taxable,,1,26,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,46,1,0,,,,,,,New Balance
,variation,SNK-3-ORAN-47,,1,0,hidden,,,taxable,,1,76,,,,130,,Femme,New Balance,SNK-3,,,,Couleur,Orange,1,0,,Taille,47,1,0,,,,,,,New Balance
,variable,SNK-4,New Balance 574,1,0,visible,,"Puisant dans l'esthétique vintage, cette chaussure modernise un style indémodable.
La rencontre de la matière et du style
Matières mixtes (suède et mesh) pour un toucher premium et une bonne aération.

Ultra-confort
La semelle intermédiaire en EVA procure un amorti léger et réactif pour un confort longue durée.

Adhérence antidérapante
Semelle en gomme durable avec motif antidérapant pour une traction optimisée.

Détails du produit
- Renforts sur l'avant-pied
- Logo embossé
- Finition surpiquée soignée",taxable,,1,,,,,,,Homme,New Balance,,,,,Couleur,Noir|Blanc|Jaune,1,0,,Taille,36|37|38|39|40|41|42|43|44|45|46|47,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-36,,1,0,hidden,,,taxable,,1,66,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,36,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-37,,1,0,hidden,,,taxable,,1,49,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,37,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-38,,1,0,hidden,,,taxable,,1,86,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,38,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-39,,1,0,hidden,,,taxable,,1,23,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,39,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-40,,1,0,hidden,,,taxable,,1,31,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,40,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-41,,1,0,hidden,,,taxable,,1,37,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,41,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-42,,1,0,hidden,,,taxable,,1,22,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,42,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-43,,1,0,hidden,,,taxable,,1,78,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,43,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-44,,1,0,hidden,,,taxable,,1,77,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,44,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-45,,1,0,hidden,,,taxable,,1,80,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,45,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-46,,1,0,hidden,,,taxable,,1,70,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,46,1,0,,,,,,,New Balance
,variation,SNK-4-NOIR-47,,1,0,hidden,,,taxable,,1,99,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Noir,1,0,,Taille,47,1,0,,,,,,,New Balance
,variation,SNK-4-BLAN-36,,1,0,hidden,,,taxable,,1,57,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Blanc,1,0,,Taille,36,1,0,,,,,,,New Balance
,variation,SNK-4-BLAN-37,,1,0,hidden,,,taxable,,1,39,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Blanc,1,0,,Taille,37,1,0,,,,,,,New Balance
,variation,SNK-4-BLAN-38,,1,0,hidden,,,taxable,,1,24,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Blanc,1,0,,Taille,38,1,0,,,,,,,New Balance
,variation,SNK-4-BLAN-39,,1,0,hidden,,,taxable,,1,36,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Blanc,1,0,,Taille,39,1,0,,,,,,,New Balance
,variation,SNK-4-BLAN-40,,1,0,hidden,,,taxable,,1,31,,,,110,,Homme,New Balance,SNK-4,,,,Couleur,Blanc,1,0,,Taille,40,1,0,,,,,,,New Balance
